id;date_collected;date_deleted;deletion_time;delete_reason;corpus;text;username;user_bio;user_created;picture1;picture2;picture3;picture4
1516337110114045960;19/04/22-08:45;19/04/22-11:49;3:03:47;deleted;LGBT_1;"De nombreux ouvrages et manuel d'histoire, même des manuels de mathématiques sont interdits et bannis des bibliothèques et salle de classe car jugés trop 'woke'.";politicoboyTX;"Lonesome journalist, spécialisé 🇺🇸, de retour du Texas... Auteur « Les illusions perdues de l’Amérique démocrate » (Vendémiaire).";2016-12-14T16:12:16.000Z;;;;
1516337138681491456;19/04/22-08:45;19/04/22-11:49;3:03:40;deleted;LGBT_insults_1;"100% des gens au collège qui portaient ça était d’énormes fils de pute
Les chiffres ne mentent pas https://t.co/S12S3snySU";mskfl27k;"AMG, Bugatti, Ferrari, Porsche.";2014-04-16T18:44:44.000Z;;;;
1516337322958143489;19/04/22-08:46;19/04/22-11:54;3:07:56;deleted;LGBT_insults_1;"mais y’en a vous avez un pd lâchez JP srx vous en arrivez même à cacher sa tête sur « un selca » et même enlever sa présence sur une autre photo mais vous vous ennuyez à ce point là pour faire ce genre de truc lâchez le un peu";09yoongii03;"yoongi wife | @1jungkook09";2022-02-25T23:15:35.000Z;;;;
1516334017641132032;19/04/22-08:32;19/04/22-12:19;3:46:04;deleted;LGBT_insults_1;"j’étais la grosse « pute » qui fait des nudes,de bar le duc moi ptdrrr https://t.co/UAKY2PxgeN";amelarb;"29.10🤍";2015-12-23T12:37:18.000Z;;;;
1516338981197291520;19/04/22-08:52;19/04/22-12:29;3:36:21;deleted;LGBT_insults_1;"@zeliahxo @Aliceback77 Tiens un monsieur qui se déguise en femme";TheodorBretzl;"🇻🇦Catholique⚜️";2020-01-27T09:34:53.000Z;;;;
1516339079188725760;19/04/22-08:53;19/04/22-12:29;3:35:57;deleted;LGBT_1;"@_Shiidaa_ c’est une lgbt ça me choque même pas";BcrAlec;"";2019-07-30T21:21:47.000Z;;;;
1516339229172895747;19/04/22-08:53;19/04/22-12:34;3:40:21;deleted;LGBT_1;"Qui veut voir plus ? Rdv sur https://t.co/b8mWA2t4JV 🤪 #gay #gaysex #gayporn #gayparis #gaylyon #top #bottom #gaybordeaux #gaynantes #gaybigdick https://t.co/XflPdq8s7h";youngversafr;"🔞 porno content 🇫🇷";2019-09-29T20:43:12.000Z;https://ceres.huma-num.fr/lgbt/da39a3ee5e6b4b0d3255bfef95601890afd80709.jpg;;;
1516336248654336003;19/04/22-08:41;19/04/22-12:39;3:57:12;deleted;LGBT_1;"@Yasmariyaah faut savoir y’en a elles disent ça fait gay et vous c beau";izqkyi;"";2022-02-27T07:38:09.000Z;;;;
1516339112793583616;19/04/22-08:53;19/04/22-12:49;3:55:49;deleted;LGBT_1;"RT @louisabaronne: 2 nationalités sur 3 t’as pas envie d’avoir les gars chez toi, franchement faut arrêter d’accueillir des ploucs du monde…";SiegfriedGutti1;"maître des assassins #OdinSystema";2020-12-02T13:01:00.000Z;;;;
1516336429747650560;19/04/22-08:42;19/04/22-12:49;4:06:29;deleted;LGBT_1;"RT @louisabaronne: 2 nationalités sur 3 t’as pas envie d’avoir les gars chez toi, franchement faut arrêter d’accueillir des ploucs du monde…";Docteur_Ya_Ya;"Bi-classé épicier empoisonneur. Larbin chez Big Pharma.  
Un peu de tout, surtout du rien...";2016-03-20T21:15:32.000Z;;;;
1516340339317092356;19/04/22-08:58;19/04/22-12:54;3:55:57;deleted;LGBT_insults_1;"Par contre ça ne gêne personne que les médias annoncent la mort du fils de Cristiano Ronaldo ? Pourquoi ne pas préciser « nouveau-né » ? Pas assez pute à click peut être… Faire de l’argent sur la mort d’un être humain, écœurant !";__mrick;"";2020-04-10T16:57:52.000Z;;;;
1516337068544303107;19/04/22-08:45;19/04/22-12:59;4:13:57;deleted;LGBT_1;"@M6 😂😂 évidemment que aickel est gay! Il est connu à lyon. Je l’avais « fréquenté » il y a quelques années quand il m’avait dragué en boite 👍🏼😅";sonnyoff_;"";2021-09-29T09:53:36.000Z;;;;
1516340915178197006;19/04/22-09:00;19/04/22-13:09;4:08:39;deleted;LGBT_1;"@P4ndora2 J'ai compris que j'étais trans au début des années 2000 et effectivement, la fameuse 'expérience de vie réelle' à été un https://t.co/q5O1PHfWDG n'ai commencé ma transition qu'il y a 5 ans. J'ai perdu près de 20 ans de ma vie.";Petite_Core;"Cylonne, anarcho trans féministo woke

Mourn the dead, fight like hell for the living Mother Jones

...et nous avons un plan !
Compte privé : @PetiteCorePV";2017-12-01T04:52:51.000Z;;;;
1516341504612225030;19/04/22-09:02;19/04/22-13:24;4:21:19;deleted;LGBT_1;"@lapin_gay @zatheo_ je partirais pour soit demain soit vendredi";Narcsix;"'Forgetting is like a wound. The wound may heal but it has already left a scar.' - Monkey D. Luffy";2018-06-10T15:37:37.000Z;;;;
1516342444220162049;19/04/22-09:06;19/04/22-13:44;4:37:35;deleted;LGBT_insults_1;"@Flarzeck_ violent";tjr1n;"";2020-03-30T11:42:32.000Z;;;;
1516342486720991234;19/04/22-09:06;19/04/22-13:45;4:38:25;deleted;LGBT_1;"@lapin_gay @zatheo_ Slide dans mes dm vite fais";Kad_aire;"";2020-12-22T13:36:55.000Z;;;;
1516342520455876609;19/04/22-09:06;19/04/22-13:50;4:43:17;deleted;LGBT_1;"et à la place du mot 'femme' préférer 'un truc avec des trous' https://t.co/2bsTctAxQo";Toto76049132;"";2019-09-04T10:39:56.000Z;;;;
1516342867022606336;19/04/22-09:08;19/04/22-13:54;4:45:54;deleted;LGBT_insults_1;"RT @MrCulte: Une fille peut être: ta meilleure amie, ta pire ennemie, un vrai ange, ou une vraie pute. Tout ça dépend avec la manière dont…";UzimanO;"Je n'ai aucune peine, j'te nique ta race.";2018-09-13T16:40:53.000Z;;;;
1516336949409234945;19/04/22-08:44;19/04/22-13:59;5:14:25;deleted;LGBT_insults_1;"RT @adama_nge: Pour après les agresser et dire « ouais elle était habillé comme une pute » on connaît la chanson hein";Franklin_Saints;"Blaugrana";2019-01-06T13:06:32.000Z;;;;
1516343440149299201;19/04/22-09:10;19/04/22-14:09;4:58:37;deleted;LGBT_insults_1;"les filles qui kiffent se faire mal traitées 1er degré, jvous vois en bizarre https://t.co/ZAMG5KMIXP";You2sraisthere;"313🕊 @youssrabsn";2019-09-04T13:48:30.000Z;;;;
1516343797608849409;19/04/22-09:11;19/04/22-14:15;5:03:12;deleted;LGBT_1;"C’est pas parce que tu n’es pas concerné et ne subit pas ce horreur au quotidien que tu dois te monter aussi insensible et CON visiblement.
TON TWEET PUE LA MERDE DU PRIVILÉGIER…
#ODEUR https://t.co/R2J7AXhRrs";JusteJ69;"Femme, LGBT+🏳️‍⚧️";2021-07-20T15:18:01.000Z;;;;
1516344014940909572;19/04/22-09:12;19/04/22-14:25;5:12:20;deleted;LGBT_insults_1;"@wlhn38 @SojaSlayer @Ririatina @LeWarabouc @KmerOstin @_Confessfantasm Mais arrête d’insinuer des truc c’est une salooooope, quel couple libre ? Elle a été honnête LE LENDEMAIN c’est pas une excuse , ça brise un homme petite pute";garfilde01;"slt";2021-08-11T21:55:33.000Z;;;;
1516344393783025664;19/04/22-09:14;19/04/22-14:30;5:15:50;deleted;LGBT_1;"RT @olinkamalinka_: La 'queen' Rachida est officiellement une connasse, les homosexuel-le-s c terminé le fangirlage https://t.co/ZVApw2rMNx";celcne;"insta: https://t.co/AuxdRDxwTG
she/her

 https://t.co/ezHwUFQipv…";2015-12-25T08:49:14.000Z;https://ceres.huma-num.fr/lgbt/7c67005961f22ce32945d416c30602016cf0e69c.jpg;;;
1516343854466801664;19/04/22-09:12;19/04/22-14:55;5:42:59;protected_account;LGBT_insults_1;"en direct de marcadet poissonnier un crackhead vient de tomber sur moi à la sortie du métro ça n’est pas du tout une blague je suis là pute de ce pays";Kovda_;"La théorie ne fait pas l’homme s’il est vide en pratique. Champagne pour mes salauds.";2021-01-16T19:39:59.000Z;;;;
1516345935865036802;19/04/22-09:20;19/04/22-15:05;5:44:42;deleted;LGBT_insults_1;"@LAgonisant @Rendarjb Nique ta mére la pute toi tu cherche quoi, tu sais lire 'si un jour' mais dm moi si ta un probléme jsuis dans le 93";mhdilempereur;"";2022-04-17T14:07:10.000Z;;;;
1516345918588694535;19/04/22-09:20;19/04/22-15:05;5:44:47;deleted;LGBT_1;"purée ça a mis un kilt ça y est il a une passion pour la communauté LGBT, faut aller se faire foutre a un moment https://t.co/e4wXeExT8D";evil_de4d;"non je ne bande pas sur la marsupilamie";2021-08-30T09:55:49.000Z;;;;
1516346181105901570;19/04/22-09:21;19/04/22-15:10;5:48:44;deleted;LGBT_insults_1;"@Taum34_ @merrengui ok tom la menace 😈⚔️😡";RenatoSZN_;"LOSC | RMA";2022-03-02T15:39:35.000Z;;;;
1516346087661056010;19/04/22-09:20;19/04/22-15:10;5:49:06;deleted;LGBT_insults_1;"@Jirayalecochon @CasusBelli96 genre lui un gros fdp https://t.co/W7NBvVq76H";superr_patrik;"posé tranquillou sur le caillou";2022-03-30T14:38:00.000Z;https://ceres.huma-num.fr/lgbt/da39a3ee5e6b4b0d3255bfef95601890afd80709.jpg;;;
1516346154337902592;19/04/22-09:21;19/04/22-15:10;5:48:50;deleted;LGBT_1;"Une meuf aurai pu lui toucher son gourou mais il préfère se prendre ses gourou pas mon dos https://t.co/XTsMhtdnhT";AhNo0;"";2021-12-05T17:27:34.000Z;;;;
1516346527157002241;19/04/22-09:22;19/04/22-15:21;5:58:21;deleted;LGBT_1;"j’aime les zizis https://t.co/BpbNXiAKgb";ConfrerieFrancs;"";2021-01-16T22:43:07.000Z;;;;
1516337037724499968;19/04/22-08:44;19/04/22-15:25;6:40:04;protected_account;LGBT_insults_1;"@Inconnitoo__ Kestu raconte pd j'ai un tracer 900 et une r1 mgl";YvssM6;"Bébé j'mets la ville à tes pieds";2022-04-19T00:17:48.000Z;;;;
1516346618181783555;19/04/22-09:23;19/04/22-15:26;6:03:00;deleted;LGBT_1;"J’ai Bughée en voyant le titre…😂😂😂 https://t.co/c3i7qzsZSu";2_Goun;"« Ne contredis jamais un con. Si tu attends un peu, il le fera de lui même. » Pablo Picasso.                       Fan du seul Olympique";2013-08-26T14:34:22.000Z;;;;
1516334878819864577;19/04/22-08:36;19/04/22-15:26;6:49:39;deleted;LGBT_1;"@F_Desouche Je vais déménager en hongrie. J’en peux plus de ça !";BixxJixx;"Si vous êtes pas d’accord laissez moi tranquille";2021-12-13T13:54:47.000Z;;;;
1516347051516342272;19/04/22-09:24;19/04/22-15:36;6:11:16;deleted;LGBT_1;"#ToutSaufMacron #TousContreMacron #JeVoteMacronAuDeuxiemeTour #MacronBenVoyons #VeranCharlatan #BardellaVeranLCI 

Entre Darmanin avec sa maman et son afghan homosexuel et Véran avec son couple libanais … on peut avoir des exemples sur des Français ? 🙈🙈🙈";IchigoPerceval;"";2021-03-18T16:54:57.000Z;;;;
1516343392413835268;19/04/22-09:10;19/04/22-15:40;6:29:49;deleted;LGBT_insults_1;"@MLP_officiel La pute de Poutine";kataga1566;"";2019-08-12T10:03:59.000Z;;;;
1516347199361372165;19/04/22-09:25;19/04/22-16:31;7:05:41;protected_account;LGBT_insults_1;"La psychatrie https://t.co/BEZCb7oFCt";pqtuhdee;"";2022-02-10T12:39:48.000Z;;;;
1516349811800293377;19/04/22-09:35;19/04/22-16:36;7:00:18;deleted;LGBT_insults_1;"romain c un pd";PelsonGoat;"@cristiano🐐| @realmadrid🥇| @nelsonn_77🪦 goat certifié en avis foot + rap";2021-01-31T12:42:54.000Z;;;;
1516349918167904261;19/04/22-09:36;19/04/22-16:41;7:04:53;deleted;LGBT_insults_1;"RT @Jirayalecochon: Je sors du ciné, ça devient de plus en plus compliquer de vraiment profiter d'un film puisqu'il y a toujours un fils de…";dunkzer;"";2013-06-29T23:33:27.000Z;;;;
1516349929450524682;19/04/22-09:36;19/04/22-16:42;7:05:50;deleted;LGBT_1;"Heuuuuu Aickel est plus gay que Al super gay dans South Park lol on me la fait pas à moi 🏳️‍🌈#EtSiOnSeRencontrait https://t.co/TQEdOYowNO";CaRi26311618;"Lover of food,wine and gossip 🍵";2021-08-05T10:37:47.000Z;;;;
1516347318982823937;19/04/22-09:25;19/04/22-16:46;7:20:13;deleted;LGBT_insults_1;"RT @ArsenikDream: Je fait des badges drapeau rond Queer ! 🏳️‍🌈

Ils sont à 17€50 quelque soit le drapeau

J'ai ceux là en stock
N'importe q…";ArsenikDream;"River (yel/il) 26ans Créateur queer 🏳️‍🌈🏳️‍⚧ de badge en feutrine brodé.
Vente et commande via DM
Commission ouverte 💜
Logo par @queer_lavande";2019-03-18T00:13:52.000Z;;;;
1516350312893800453;19/04/22-09:37;19/04/22-16:46;7:08:19;deleted;LGBT_insults_1;"@kookinder @Bernardmathie15 @by_sofia75 Alors le fils de pute t’as plus ta grande gueule ?";ArmeChinoise;"pas de ralentir cette fois";2022-02-03T14:32:31.000Z;;;;
1516350385392390145;19/04/22-09:37;19/04/22-16:51;7:13:02;deleted;LGBT_insults_1;"@Jirayalecochon Certain dirons que je suis un rageux mais le popcorn au ciné devrait être interdit à la vente. Entre le bruit des paquets et les gens qui ferme pas leur gueule quand ils mangent..";Fennikusu_;"";2017-09-06T13:22:50.000Z;;;;
1516350867351511040;19/04/22-09:39;19/04/22-16:57;7:17:07;deleted;LGBT_1;"@nazy____ @lilmasha10 @aizen_roronoa @viewsfrance Et ? Par ailleurs vu ta pp tes bien un gros gay et tu mérite l’assassinat de toute ta famille sale gay";Torumpa1;"Comment tu vas ?";2022-01-02T22:33:34.000Z;;;;
1516339985074593795;19/04/22-08:56;19/04/22-16:57;8:00:21;protected_account;LGBT_1;"@Salaheddinhooo À contresens chéri";bigfiakizbak;"🏳️‍🌈🇫🇷🇹🇷";2021-09-02T14:04:22.000Z;;;;
1516351028626661379;19/04/22-09:40;19/04/22-16:57;7:16:28;deleted;LGBT_1;"RT @CollectifN: Pour éviter de contrarier des patients trans, il a été demandé aux infirmières dans le Sussex aux Royaume-uni de ne plus ut…";CollectifN;"Compte de secours Mouvement féministe identitaire 🇨🇵 pour nous aider: https://t.co/QuLki2XJbh";2020-05-06T12:24:18.000Z;;;;
1516351424761839616;19/04/22-09:42;19/04/22-17:06;7:23:54;deleted;LGBT_insults_1;"@heartbroken_psg @el_pastoriste @50NuancesDeNBA fils de pute";PamyGOAT;"@girondins - @nuggets - Koundé & Tchouameni";2022-02-28T19:24:16.000Z;;;;
1516351499152023555;19/04/22-09:42;19/04/22-17:06;7:23:36;deleted;LGBT_insults_1;"@samuelmansal @Matteeeooo1313 @RedsBlaugra @BakhdadDjii @I_Xhalil Regarde ta PP tu es zappé comme une tapette si y a un suceur c'est toi, tu connais rien au foot.";ZientOfficiel;"";2012-02-14T10:51:52.000Z;;;;
1516347385785593858;19/04/22-09:26;19/04/22-17:11;7:44:57;protected_account;LGBT_insults_1;"Vous êtes sm ou quoi https://t.co/Lp0JnmJCd6";ninadzn;"";2022-01-19T11:46:24.000Z;;;;
1516349123263438856;19/04/22-09:32;19/04/22-17:21;7:48:02;deleted;LGBT_insults_1;"ma carte bancaire c'est devenu une pute, elle tourne chez tlm";mhlrlz;"🇹🇷";2022-03-11T19:04:46.000Z;;;;
1516350345613619206;19/04/22-09:37;19/04/22-17:21;7:43:11;deleted;LGBT_insults_1;"RT @mhlrlz: ma carte bancaire c'est devenu une pute, elle tourne chez tlm";suiyla;"";2014-02-01T10:31:06.000Z;;;;
1516352000572727299;19/04/22-09:44;19/04/22-17:22;7:37:36;protected_account;LGBT_1;"No joke je viens de lire sa bio c marqué 40+ imagine à 40 piges tu viens emmerder une lesbienne de presque 20 ans de moins pr lui dire que c’est un incel pcq elle utilise régulièrement les mêmes meme MDRKRLRLFLDL JPP";barnabeloubna;"ici c’est politique et shitpost (et aussi shitpost politique)";2015-12-26T13:36:09.000Z;;;;
1516352196455112707;19/04/22-09:45;19/04/22-17:28;7:42:50;deleted;LGBT_1;"le gay efféminé à crête 🫦 https://t.co/H5rQXrMg84";mysteri0ussly;"Mugiwara dans l’âme et daddy de Rhéa ‼️ compte pv : @slutriousssly";2021-02-01T07:55:34.000Z;;;;
1516352519051558918;19/04/22-09:46;19/04/22-17:31;7:44:33;deleted;LGBT_insults_1;"@lsailliet @EmmanuelMacron @lopinion_fr @LVigogne La pute à Macron la pute à Macron la pute la pute ... soutenir l’impardonnable ! Lorsque que les crimes contre les citoyens seront admis vous vous cacherez où ? Vraie question";cedric_chartier;"great awakening 🙏";2012-04-26T17:09:11.000Z;;;;
1516352483882602499;19/04/22-09:46;19/04/22-17:31;7:44:41;deleted;LGBT_insults_1;"Oh petit message à ma tante zoulikha la kehba du 4eme fé twa bien baizé par tout le kartyé tya raison sale pute, dsl ma commu fallait que sa pète #LeprinceRyadAuPouvoir";Dropdeadboy1;"🇩🇿AutoBiographiE🇩🇿
                                                                        2°";2019-07-11T04:08:57.000Z;;;;
1516352509081706496;19/04/22-09:46;19/04/22-17:33;7:46:35;deleted;LGBT_1;"@SarahLo82688945 @imheretobitchhh Vien me toucher discrètement tu verras par toi même";kevin_hmissi;"Insta : K_millz18 / Snap : Mryousss";2022-01-14T09:07:13.000Z;;;;
1516352829945958402;19/04/22-09:47;19/04/22-17:41;7:53:19;deleted;LGBT_insults_1;"vous aimez ma pdp de pd / d’homosexuels ?";VRN940;"@psg_inside / . 🕋";2018-03-13T12:12:00.000Z;;;;
1516352855606706178;19/04/22-09:47;19/04/22-17:41;7:53:13;deleted;LGBT_insults_1;"c'est trop mon fan lui ❤ https://t.co/BY6jrERFHC";PamyGOAT;"@girondins - @nuggets - Koundé & Tchouameni";2022-02-28T19:24:16.000Z;;;;
1516353197086068736;19/04/22-09:49;19/04/22-17:48;7:58:51;deleted;LGBT_1;"J’ai une théorie sur les filles qui tournent et qui décidèrent de devenir Lesbienne du jour au l’autre";IsmaelKARAMOKO1;"la force tranquille 🧘🏿‍♂️";2020-11-08T08:35:44.000Z;;;;
1516353575017984000;19/04/22-09:50;19/04/22-17:57;8:06:21;deleted;LGBT_insults_1;"RT @Jirayalecochon: Je sors du ciné, ça devient de plus en plus compliquer de vraiment profiter d'un film puisqu'il y a toujours un fils de…";OceaneGw;"sériphile à temps plein - archi student - guadeloupe - book reader📚";2012-03-27T19:33:55.000Z;;;;
1516342235146727427;19/04/22-09:05;19/04/22-17:58;8:52:25;protected_account;LGBT_1;"le gay ou celui qui parle jamais / timide https://t.co/WXh7DyO2C1";Barnhooker9;"disco heaven💫 | fan account | he/him";2020-01-21T21:50:59.000Z;;;;
1516342708985647105;19/04/22-09:07;19/04/22-17:58;8:50:32;protected_account;LGBT_1;"c’est quelque gens au début qui me traitait de gay et de P* tout les jours et donc après tout le monde s’y ai mit, je n’en pouvais plus";Barnhooker9;"disco heaven💫 | fan account | he/him";2020-01-21T21:50:59.000Z;;;;
1516353747902943232;19/04/22-09:51;19/04/22-18:03;8:11:40;deleted;LGBT_1;"RT @CollectifN: Sur les Champs Élysées,@adidasFR nous offre 2 visions de la femme : Tifanny Abreu, un trans dans le volleyball féminin, et…";CollectifN;"Compte de secours Mouvement féministe identitaire 🇨🇵 pour nous aider: https://t.co/QuLki2XJbh";2020-05-06T12:24:18.000Z;;;;
1516354603213856770;19/04/22-09:54;19/04/22-18:32;8:37:16;deleted;LGBT_1;"@TwittosChien tg fdp de merde ta race sale chien connard pd gay meurt";el_pastoriste;"@psg_inside ❤️💙l @nimesolympique 🐊l @celtics ☘️l @GreenMontana_ ⚡️";2020-10-11T00:54:45.000Z;;;;
1516354623841394688;19/04/22-09:54;19/04/22-18:34;8:39:11;deleted;LGBT_1;"Je vais croire un mec qui a un drapeau lgbt dans son TN https://t.co/AplX3s0rQX";DeuxVisses;"@ManCity 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | @Atleti 🇪🇸";2020-10-11T07:29:51.000Z;;;;
1516354687892705283;19/04/22-09:55;19/04/22-18:34;8:38:56;protected_account;LGBT_1;"RT @SageDame: Des trans sûres qui font du laser a paris ? Nn psk g raté un rdv est-ce que je peux me pointer et leur dire de faire 2 zones…";barnabeloubna;"ici c’est politique et shitpost (et aussi shitpost politique)";2015-12-26T13:36:09.000Z;;;;
1516352976201428992;19/04/22-09:48;19/04/22-18:34;8:45:44;deleted;LGBT_1;"RT @BordelloColine: Je rappelle qu'on vie dans une socièté transphobe et transmisogyne.
Si vous être contre la possibilité de faire une tra…";thanas_01;"thanas / petite amie……. 🧸 #maison 🏠 music?girl! RED THERAPIE";2016-07-13T14:21:43.000Z;;;;
1516354806633451522;19/04/22-09:55;19/04/22-18:39;8:43:27;deleted;LGBT_1;"RT @pdenchaleur: qui #nude je suis vraiment chaud #dick #bite #cum #gay #sperme snap : aahlaitkss https://t.co/Ry9egJhodV";KinkyKiwi05;"Man • Paris, France • 29yo • Plus Sized • Bi/Pan • Chubb • he/his/him • French • Switch • Kinky • Sapio  • Open Relationship • Consent is not negotiable •";2021-06-12T11:56:29.000Z;https://ceres.huma-num.fr/lgbt/da39a3ee5e6b4b0d3255bfef95601890afd80709.jpg;;;
1516354995934879748;19/04/22-09:56;19/04/22-18:42;8:45:42;deleted;LGBT_insults_1;"et baise ta mère aussi le pv qui cite";Kovda_;"La théorie ne fait pas l’homme s’il est vide en pratique. Champagne pour mes salauds.";2021-01-16T19:39:59.000Z;;;;
1516355353595817991;19/04/22-09:57;19/04/22-18:49;8:51:17;deleted;LGBT_1;"RT @SageDame: Des trans sûres qui font du laser a paris ? Nn psk g raté un rdv est-ce que je peux me pointer et leur dire de faire 2 zones…";NAbidbol;"Elle-Iel//She-They . 31yo
QueerQueer Moustache, pédé-e à temps partiel . 
 Je me souviens de la LDZ .
💊12/03/2021
Meuf blanche trans' nb";2018-08-10T10:52:20.000Z;;;;
1516350211181928451;19/04/22-09:37;19/04/22-18:49;9:11:43;deleted;LGBT_1;"https://t.co/b8mWA2t4JV pour plus de contenu 😜🥵 #gay #gaysex #gayparis #gaylyon #gaynantes #gaystrasbourg #gaybordeaux #porngay #gayporn https://t.co/M4O2TJSuoi";youngversafr;"🔞 porno content 🇫🇷";2019-09-29T20:43:12.000Z;;;;
1516355422642446346;19/04/22-09:57;19/04/22-18:52;8:54:01;deleted;LGBT_insults_1;"RT @Jirayalecochon: Je sors du ciné, ça devient de plus en plus compliquer de vraiment profiter d'un film puisqu'il y a toujours un fils de…";dltrezlau;"";2017-02-22T10:53:28.000Z;;;;
1516355423712034816;19/04/22-09:58;19/04/22-18:52;8:54:00;deleted;LGBT_insults_1;"@MLP_officiel La Pute";lidiaalagierska;"Cały świat usuwa się z drogi człowiekowi który wie dokąd zmierza - Steve Jobs.
Nie jest mi wszystko jedno. Opinie prywatne.";2010-11-08T10:10:14.000Z;;;;
1516355501386174468;19/04/22-09:58;19/04/22-18:52;8:53:42;deleted;LGBT_insults_1;"Au putain ça me rappelle ma séance au zoo devant Demon Slayer https://t.co/WJS7JjQ3Pp";DylanClp_;"C'EST FAIT";2014-05-16T11:12:34.000Z;;;;
