Source;Target;TypeLien;Weight;AverageHash
resistance3522;fxperes;Follow;0.1;
resistance3522;allianceVITA;Follow;0.1;
resistance3522;albdmt;Follow;0.1;
resistance3522;ManifPourTous89;Follow;0.1;
resistance3522;fenotteenragee;Follow;0.1;
resistance3522;AudeMirkovic;Follow;0.1;
resistance3522;BarbaraMazieres;Follow;0.1;
resistance3522;SALONJP;Follow;0.1;
resistance3522;colerenoire;Follow;0.1;
resistance3522;remseeks;Follow;0.1;
resistance3522;lmptlr;Follow;0.1;
resistance3522;MPTOnlacherien;Follow;0.1;
resistance3522;LMPT44;Follow;0.1;
resistance3522;lmpt69;Follow;0.1;
resistance3522;LMPT75;Follow;0.1;
resistance3522;Sentinelles_fr;Follow;0.1;
resistance3522;ManifPourTous49;Follow;0.1;
resistance3522;LaManifPourTous;Follow;0.1;
mfgiraud;resistance3522;Partage;1;0000263e7ffee000
vincechil;mfgiraud;Partage;1;0000263e7ffee000
vincechil;urbany73;Follow;0.1;
vincechil;christineboutin;Follow;0.1;
vincechil;YvesPDB;Follow;0.1;
vincechil;AudeMirkovic;Follow;0.1;
vincechil;stanislasrig;Follow;0.1;
vincechil;JEANNOTKZ;Follow;0.1;
vincechil;DaViciDaVici;Follow;0.1;
vincechil;CarolineRoux1;Follow;0.1;
vincechil;LMPT44;Follow;0.1;
vincechil;LMPT57;Follow;0.1;
vincechil;LMPT53;Follow;0.1;
vincechil;PrintempsFrance;Follow;0.1;
vincechil;C_Pantalon;Follow;0.1;
vincechil;JuristePLE;Follow;0.1;
vincechil;SJallamion;Follow;0.1;
vincechil;fenotteenragee;Follow;0.1;
vincechil;AFCdu94;Follow;0.1;
vincechil;ManifPourTous59;Follow;0.1;
vincechil;tof92130;Follow;0.1;
vincechil;antoinne92;Follow;0.1;
vincechil;LMPT75;Follow;0.1;
vincechil;Sentinelles_fr;Follow;0.1;
vincechil;manifpourtous45;Follow;0.1;
vincechil;FrkLaBaule;Follow;0.1;
vincechil;JeanMarcVILLER;Follow;0.1;
vincechil;ArjPascal;Follow;0.1;
vincechil;asonimage;Follow;0.1;
vincechil;journalPresent;Follow;0.1;
vincechil;elisahk92;Follow;0.1;
vincechil;Valeurs;Follow;0.1;
vincechil;ZOREIL1945;Follow;0.1;
vincechil;popoche69008;Follow;0.1;
vincechil;jylgallou;Follow;0.1;
vincechil;mydaphne;Follow;0.1;
vincechil;allianceVITA;Follow;0.1;
vincechil;remseeks;Follow;0.1;
vincechil;Dromard2;Follow;0.1;
vincechil;Barberis888;Follow;0.1;
vincechil;Info3Re;Follow;0.1;
vincechil;krunch_fr;Follow;0.1;
vincechil;pbaucheron;Follow;0.1;
vincechil;NPOMMERET;Follow;0.1;
vincechil;ManifPourTous49;Follow;0.1;
vincechil;AbdelSansLeB;Follow;0.1;
vincechil;pauladusud;Follow;0.1;
vincechil;vaubandaniel;Follow;0.1;
vincechil;justelebonsens;Follow;0.1;
vincechil;albdmt;Follow;0.1;
vincechil;LisePierr;Follow;0.1;
vincechil;nathalielavi;Follow;0.1;
vincechil;mh_flo;Follow;0.1;
vincechil;LaManifPourTous;Follow;0.1;
vincechil;lmptlr;Follow;0.1;
vincechil;josephinemd34;Follow;0.1;
vincechil;miss7terre;Follow;0.1;
elleaime53;vincechil;Partage;1;0000263e7ffee000
elleaime53;PA_MCO;Follow;0.1;
elleaime53;geraud4315;Follow;0.1;
elleaime53;stanislasrig;Follow;0.1;
elleaime53;ThanarithMey;Follow;0.1;
elleaime53;Omnia_Somnia;Follow;0.1;
elleaime53;Vero_Jacquier;Follow;0.1;
elleaime53;Jean_DAlbret;Follow;0.1;
elleaime53;frantztoussaint;Follow;0.1;
AllianceVITA63;elleaime53;Partage;1;0000263e7ffee000
kasteel_mc;GennoEmma;Partage;1;00004e5e7e7e7c40
VotezPoisson;frantztoussaint;Follow;0.1;
VotezPoisson;OnNaQuUneMaman;Follow;0.1;
VotezPoisson;JuristePLE;Follow;0.1;
VotezPoisson;archazh;Follow;0.1;
VotezPoisson;BarbaraMazieres;Follow;0.1;
VotezPoisson;vaubandaniel;Follow;0.1;
VotezPoisson;albdmt;Follow;0.1;
VotezPoisson;LMPT53;Follow;0.1;
VotezPoisson;lmpt69;Follow;0.1;
VotezPoisson;manifpourtous22;Follow;0.1;
VotezPoisson;ChTailllebois;Follow;0.1;
antoinne92;VotezPoisson;Partage;1;0003330301727ffe
antoinne92;ViveCatholique;Follow;0.1;
antoinne92;Varac_a;Follow;0.1;
antoinne92;MereTapdur;Follow;0.1;
antoinne92;BGuirlet;Follow;0.1;
antoinne92;noe22349;Follow;0.1;
antoinne92;CollagesPro;Follow;0.1;
antoinne92;Fr1Grossouvre;Follow;0.1;
antoinne92;Marchonsenfant;Follow;0.1;
antoinne92;LaPoitou;Follow;0.1;
antoinne92;manifpourtous31;Follow;0.1;
antoinne92;LeonTologue;Follow;0.1;
antoinne92;pierredejaspe;Follow;0.1;
antoinne92;frantztoussaint;Follow;0.1;
antoinne92;geraud4315;Follow;0.1;
antoinne92;Eperviet;Follow;0.1;
antoinne92;monde_madame;Follow;0.1;
antoinne92;InformateurDab;Follow;0.1;
antoinne92;LaManifPrTous37;Follow;0.1;
antoinne92;JeanMarcVILLER;Follow;0.1;
antoinne92;fidegarne;Follow;0.1;
antoinne92;Forvent1;Follow;0.1;
antoinne92;louveshinegmai1;Follow;0.1;
antoinne92;jmifaure;Follow;0.1;
antoinne92;codicille;Follow;0.1;
antoinne92;manifpourtous11;Follow;0.1;
antoinne92;DomenachMaitena;Follow;0.1;
antoinne92;AudeMirkovic;Follow;0.1;
antoinne92;BrenKavan;Follow;0.1;
antoinne92;Jean_DAlbret;Follow;0.1;
antoinne92;Andrgilles1;Follow;0.1;
antoinne92;2eme_DB;Follow;0.1;
antoinne92;MichelNicolasA1;Follow;0.1;
antoinne92;lmpt63;Follow;0.1;
antoinne92;procedit;Follow;0.1;
antoinne92;MarcPiguel;Follow;0.1;
antoinne92;Enfantdabord2;Follow;0.1;
antoinne92;pbaucheron;Follow;0.1;
antoinne92;HyacintheClair;Follow;0.1;
antoinne92;GarderetC;Follow;0.1;
antoinne92;cpdh_eu;Follow;0.1;
antoinne92;manifpourtous91;Follow;0.1;
antoinne92;NPOMMERET;Follow;0.1;
antoinne92;LoulouPaut;Follow;0.1;
antoinne92;gerard_kieffer;Follow;0.1;
antoinne92;papey987;Follow;0.1;
antoinne92;OnNaQuUneMaman;Follow;0.1;
antoinne92;ChTailllebois;Follow;0.1;
antoinne92;PascalGMICHEL;Follow;0.1;
antoinne92;PGannat;Follow;0.1;
antoinne92;MaKarDoue;Follow;0.1;
antoinne92;reinedetrianon;Follow;0.1;
antoinne92;ArmelJahan;Follow;0.1;
antoinne92;CollectifPeres;Follow;0.1;
antoinne92;SALONJP;Follow;0.1;
antoinne92;GMRFMLS;Follow;0.1;
antoinne92;Genethique;Follow;0.1;
antoinne92;PoinsardXavier;Follow;0.1;
antoinne92;Boris9999999;Follow;0.1;
antoinne92;Fillon2017best;Follow;0.1;
antoinne92;npommeret1;Follow;0.1;
antoinne92;Romain1571;Follow;0.1;
antoinne92;xaviercrn;Follow;0.1;
antoinne92;delegationpcd86;Follow;0.1;
antoinne92;ManifPourTous59;Follow;0.1;
antoinne92;elleaime53;Follow;0.1;
antoinne92;RichardHilton15;Follow;0.1;
antoinne92;AberlinJacklyne;Follow;0.1;
antoinne92;HibouDuNet;Follow;0.1;
antoinne92;jylegis2017;Follow;0.1;
antoinne92;JstLangevin;Follow;0.1;
antoinne92;A_duChambon;Follow;0.1;
antoinne92;Monicoser;Follow;0.1;
antoinne92;SensCommunSud92;Follow;0.1;
antoinne92;deforges_g;Follow;0.1;
antoinne92;vincechil;Follow;0.1;
antoinne92;ResistantBase;Follow;0.1;
antoinne92;Nox009;Follow;0.1;
antoinne92;Le_petitnico;Follow;0.1;
antoinne92;marielaurevs;Follow;0.1;
antoinne92;LMPT44;Follow;0.1;
antoinne92;Na_DrZ;Follow;0.1;
antoinne92;patricia691503;Follow;0.1;
antoinne92;nicoleSerrier;Follow;0.1;
antoinne92;vaubandaniel;Follow;0.1;
antoinne92;krunch_fr;Follow;0.1;
antoinne92;BarbaraMazieres;Follow;0.1;
antoinne92;oliviertdb;Follow;0.1;
antoinne92;DaViciDaVici;Follow;0.1;
antoinne92;Couramiaous;Follow;0.1;
antoinne92;HeloisedArtagn;Follow;0.1;
antoinne92;Bearnais_64300;Follow;0.1;
antoinne92;crist_va;Follow;0.1;
antoinne92;lmptlr;Follow;0.1;
antoinne92;mej31600;Follow;0.1;
antoinne92;SJallamion;Follow;0.1;
antoinne92;Le_BienCommun;Follow;0.1;
antoinne92;Guiguyfamily;Follow;0.1;
antoinne92;AbdelSansLeB;Follow;0.1;
antoinne92;acanonne;Follow;0.1;
antoinne92;AFCdu94;Follow;0.1;
antoinne92;trambert85;Follow;0.1;
antoinne92;MPTIreland;Follow;0.1;
antoinne92;JuristePLE;Follow;0.1;
JaiRaison;antoinne92;Partage;1;0003330301727ffe
jechu00;JaiRaison;Partage;1;0003330301727ffe
jechu00;AJ91000;Follow;0.1;
jechu00;miss7terre;Follow;0.1;
jechu00;LaManifPourTous;Follow;0.1;
jechu00;tof92130;Follow;0.1;
jechu00;Chambssy;Follow;0.1;
tof92130;jechu00;Partage;1;0003330301727ffe
tof92130;enpatrouille;Follow;0.1;
tof92130;Djokkor;Follow;0.1;
tof92130;FrontPopOff;Follow;0.1;
tof92130;B07099405;Follow;0.1;
tof92130;manifpourtous31;Follow;0.1;
tof92130;Alliancevita64;Follow;0.1;
tof92130;JacquesRobidel;Follow;0.1;
tof92130;kudplomb;Follow;0.1;
tof92130;InformateurDab;Follow;0.1;
tof92130;Hydrure;Follow;0.1;
tof92130;Boris9999999;Follow;0.1;
tof92130;Milpattesfourbu;Follow;0.1;
tof92130;MarcPiguel;Follow;0.1;
tof92130;HibouDuNet;Follow;0.1;
tof92130;cpdh_eu;Follow;0.1;
tof92130;manifpourtous45;Follow;0.1;
tof92130;stanislasrig;Follow;0.1;
tof92130;MaKarDoue;Follow;0.1;
tof92130;Daguethd;Follow;0.1;
tof92130;ChanthanThip;Follow;0.1;
tof92130;jbd2dms;Follow;0.1;
tof92130;Alis58805436;Follow;0.1;
tof92130;OnNaQuUneMaman;Follow;0.1;
tof92130;JennyLambert711;Follow;0.1;
tof92130;journalPresent;Follow;0.1;
tof92130;J_Tiberghien;Follow;0.1;
tof92130;eliot_meredith;Follow;0.1;
tof92130;CollectifPeres;Follow;0.1;
tof92130;Enfantdabord2;Follow;0.1;
tof92130;Olfrance;Follow;0.1;
tof92130;vincechil;Follow;0.1;
tof92130;lmpt63;Follow;0.1;
tof92130;JeanMarcVILLER;Follow;0.1;
tof92130;Lemerignan;Follow;0.1;
tof92130;npommeret1;Follow;0.1;
tof92130;MichelNicolasA1;Follow;0.1;
tof92130;jylegis2017;Follow;0.1;
tof92130;joe_bruad;Follow;0.1;
tof92130;delegationpcd86;Follow;0.1;
tof92130;lmpt69;Follow;0.1;
tof92130;AFCdu94;Follow;0.1;
tof92130;E_Talitha;Follow;0.1;
tof92130;manoulemalin;Follow;0.1;
tof92130;elleaime53;Follow;0.1;
tof92130;deforges_g;Follow;0.1;
tof92130;piert83;Follow;0.1;
tof92130;manifpourtous83;Follow;0.1;
tof92130;manifpourtous91;Follow;0.1;
tof92130;manifpourtous11;Follow;0.1;
tof92130;ManifPourTous89;Follow;0.1;
tof92130;LaManifPrTous37;Follow;0.1;
tof92130;LMPT57;Follow;0.1;
tof92130;calydol;Follow;0.1;
tof92130;ResistantBase;Follow;0.1;
tof92130;Na_DrZ;Follow;0.1;
tof92130;frantztoussaint;Follow;0.1;
tof92130;LMPT44;Follow;0.1;
tof92130;ghidera;Follow;0.1;
tof92130;veilleursdePau;Follow;0.1;
tof92130;C_Pantalon;Follow;0.1;
tof92130;Bearnais_64300;Follow;0.1;
tof92130;SJallamion;Follow;0.1;
tof92130;FredRob_PCD92;Follow;0.1;
tof92130;VitaJeunes;Follow;0.1;
tof92130;Prolotwitto;Follow;0.1;
tof92130;Dom91210;Follow;0.1;
tof92130;citoyenpourlenf;Follow;0.1;
tof92130;BarbaraMazieres;Follow;0.1;
tof92130;DaViciDaVici;Follow;0.1;
tof92130;orior1638;Follow;0.1;
tof92130;ManifPourTous49;Follow;0.1;
resistance3522;tof92130;Partage;1;0003330301727ffe
jmifaure;resistance3522;Partage;1;0003330301727ffe
jmifaure;LaManifPrTous37;Follow;0.1;
jmifaure;Fr1Grossouvre;Follow;0.1;
jmifaure;olympe37;Follow;0.1;
jmifaure;ops78v;Follow;0.1;
jmifaure;GMRFMLS;Follow;0.1;
jmifaure;Le_petitnico;Follow;0.1;
jmifaure;beige_salon;Follow;0.1;
jmifaure;DejanteDu44;Follow;0.1;
jmifaure;mg12gm;Follow;0.1;
jmifaure;stanislasrig;Follow;0.1;
jmifaure;PIGNEM;Follow;0.1;
jmifaure;LEtudiant_Libre;Follow;0.1;
jmifaure;jylegis2017;Follow;0.1;
jmifaure;frantztoussaint;Follow;0.1;
jmifaure;mej31600;Follow;0.1;
jmifaure;ResistantBase;Follow;0.1;
jmifaure;SJallamion;Follow;0.1;
jmifaure;Andrgilles1;Follow;0.1;
jmifaure;Vero_Jacquier;Follow;0.1;
jmifaure;Laet_de_r;Follow;0.1;
jmifaure;FrontPopOff;Follow;0.1;
jmifaure;PrintempsFrance;Follow;0.1;
jmifaure;SensCommunSud92;Follow;0.1;
jmifaure;LubacGenevieve;Follow;0.1;
jmifaure;Enfantdabord2;Follow;0.1;
jmifaure;OnNaQuUneMaman;Follow;0.1;
jmifaure;crist_va;Follow;0.1;
jmifaure;remseeks;Follow;0.1;
jmifaure;NPOMMERET;Follow;0.1;
jmifaure;InformateurDab;Follow;0.1;
jmifaure;LesConservateur;Follow;0.1;
jmifaure;jocelynchereau;Follow;0.1;
jmifaure;natafi;Follow;0.1;
jmifaure;Jean_DAlbret;Follow;0.1;
jmifaure;Le_BienCommun;Follow;0.1;
jmifaure;Manifpourtous74;Follow;0.1;
Brunnin19872015;SeguinHugues;Partage;1;00047e780001ffff
Baptiste_6_2;Brunnin19872015;Partage;1;00047e780001ffff
mg12gm;Baptiste_6_2;Partage;1;00047e780001ffff
VotezPoisson;mg12gm;Partage;1;00047e780001ffff
Maleblanc16;VotezPoisson;Partage;1;00047e780001ffff
Maleblanc16;YvesPDB;Follow;0.1;
Maleblanc16;Romain1571;Follow;0.1;
Maleblanc16;MarcPiguel;Follow;0.1;
Maleblanc16;A_duChambon;Follow;0.1;
Maleblanc16;NPOMMERET;Follow;0.1;
Maleblanc16;PhilippeOswald;Follow;0.1;
Maleblanc16;SeguinHugues;Follow;0.1;
Maleblanc16;mej31600;Follow;0.1;
Maleblanc16;enpatrouille;Follow;0.1;
Maleblanc16;Enfantdabord2;Follow;0.1;
Maleblanc16;OnNaQuUneMaman;Follow;0.1;
Maleblanc16;jylgallou;Follow;0.1;
Maleblanc16;journalPresent;Follow;0.1;
Maleblanc16;stanislasrig;Follow;0.1;
Maleblanc16;Le_petitnico;Follow;0.1;
Maleblanc16;allianceVITA;Follow;0.1;
Maleblanc16;SJallamion;Follow;0.1;
Maleblanc16;LMPT75;Follow;0.1;
Maleblanc16;Civitas_;Follow;0.1;
Maleblanc16;LaManifPourTous;Follow;0.1;
Maleblanc16;Valeurs;Follow;0.1;
362Yra;JeanMarcVILLER;Partage;1;0010131adbdfeefa
isabelledacrew;362Yra;Partage;1;0010131adbdfeefa
JeanMarcVILLER;isabelledacrew;Partage;1;0010131adbdfeefa
Civitas_;SeguinHugues;Partage;1;001c3e7e10181ff7
Chezladuparc;Civitas_;Partage;1;001c3e7e10181ff7
M_LE_GAULOIS;Chezladuparc;Partage;1;001c3e7e10181ff7
mg12gm;M_LE_GAULOIS;Partage;1;001c3e7e10181ff7
OFrancois60200;HyacintheClair;Follow;0.1;
OFrancois60200;PorcinetteLouis;Follow;0.1;
OFrancois60200;stanislasrig;Follow;0.1;
OFrancois60200;manifpourtous31;Follow;0.1;
OFrancois60200;CarolineRoux1;Follow;0.1;
OFrancois60200;FrontPopOff;Follow;0.1;
OFrancois60200;LesConservateur;Follow;0.1;
OFrancois60200;barkanos;Follow;0.1;
OFrancois60200;ChanthanThip;Follow;0.1;
OFrancois60200;jeanletaxe;Follow;0.1;
OFrancois60200;Andrgilles1;Follow;0.1;
OFrancois60200;PartisansMarine;Follow;0.1;
OFrancois60200;PGannat;Follow;0.1;
OFrancois60200;LEtudiant_Libre;Follow;0.1;
OFrancois60200;AberlinJacklyne;Follow;0.1;
TissotOlivier;OFrancois60200;Partage;1;007e202e3c7070f8
xarratt;JenRavin;Partage;1;00c6d0f6e2e0f0e0
Barberis888;xarratt;Partage;1;00c6d0f6e2e0f0e0
Barberis888;vincechil;Follow;0.1;
Barberis888;JosephLecarpen1;Follow;0.1;
Barberis888;C_Pantalon;Follow;0.1;
Barberis888;ZEUSV91;Follow;0.1;
Barberis888;stanislasrig;Follow;0.1;
Barberis888;jeanletaxe;Follow;0.1;
Barberis888;GGigi34;Follow;0.1;
OnarriveMarie;Barberis888;Partage;1;00c6d0f6e2e0f0e0
Foulisou;OnarriveMarie;Partage;1;00c6d0f6e2e0f0e0
Choukker;Foulisou;Partage;1;00c6d0f6e2e0f0e0
PGannat;Choukker;Partage;1;00c6d0f6e2e0f0e0
wvonpikkendorf;PGannat;Partage;1;00c6d0f6e2e0f0e0
abbealdric;wvonpikkendorf;Partage;1;00c6d0f6e2e0f0e0
jeanclaudepeyra;abbealdric;Partage;1;00c6d0f6e2e0f0e0
Fillon2017Rueil;jeanclaudepeyra;Partage;1;00c6d0f6e2e0f0e0
Valeurs;Fillon2017Rueil;Partage;1;00c6d0f6e2e0f0e0
lollimeur;Valeurs;Partage;1;00c6d0f6e2e0f0e0
nathalielavi;lollimeur;Partage;1;00c6d0f6e2e0f0e0
nathalielavi;OnNaQuUneMaman;Follow;0.1;
nathalielavi;vincechil;Follow;0.1;
nathalielavi;YvesPDB;Follow;0.1;
nathalielavi;olympe37;Follow;0.1;
nathalielavi;stanislasrig;Follow;0.1;
nathalielavi;ClPeqt;Follow;0.1;
nathalielavi;Le_blog_d_HB;Follow;0.1;
nathalielavi;C_Pantalon;Follow;0.1;
nathalielavi;jylegis2017;Follow;0.1;
nathalielavi;asonimage;Follow;0.1;
nathalielavi;SJallamion;Follow;0.1;
nathalielavi;LMPT75;Follow;0.1;
nathalielavi;Le_BienCommun;Follow;0.1;
nathalielavi;Olfrance;Follow;0.1;
nathalielavi;lmpt69;Follow;0.1;
nathalielavi;LMPTMaroc;Follow;0.1;
nathalielavi;CarolineRoux1;Follow;0.1;
nathalielavi;piert83;Follow;0.1;
nathalielavi;NPOMMERET;Follow;0.1;
nathalielavi;AudeMirkovic;Follow;0.1;
nathalielavi;enpatrouille;Follow;0.1;
nathalielavi;ehavet;Follow;0.1;
nathalielavi;remseeks;Follow;0.1;
nathalielavi;HenrideSoos;Follow;0.1;
nathalielavi;fenotteenragee;Follow;0.1;
nathalielavi;MPTOnlacherien;Follow;0.1;
Frugheon_D;nathalielavi;Partage;1;00c6d0f6e2e0f0e0
ma_france4;Frugheon_D;Partage;1;00c6d0f6e2e0f0e0
LouiseM71493518;ma_france4;Partage;1;00c6d0f6e2e0f0e0
Enfantdabord2;LouiseM71493518;Partage;1;00c6d0f6e2e0f0e0
Enfantdabord2;Valeurs;Follow;0.1;
Enfantdabord2;Le_blog_d_HB;Follow;0.1;
Enfantdabord2;AberlinJacklyne;Follow;0.1;
Enfantdabord2;noe22349;Follow;0.1;
Enfantdabord2;YvesPDB;Follow;0.1;
Enfantdabord2;stanislasrig;Follow;0.1;
dede17_86;Enfantdabord2;Partage;1;00c6d0f6e2e0f0e0
hamalus;dede17_86;Partage;1;00c6d0f6e2e0f0e0
AberlinJacklyne;hamalus;Partage;1;00c6d0f6e2e0f0e0
scorpion496;AberlinJacklyne;Partage;1;00c6d0f6e2e0f0e0
scorpion496;stanislasrig;Follow;0.1;
scorpion496;GBLEaKS;Follow;0.1;
scorpion496;LPatriotes2022;Follow;0.1;
scorpion496;claudecamille13;Follow;0.1;
scorpion496;BSergioa2;Follow;0.1;
scorpion496;Mauzin5;Follow;0.1;
scorpion496;Steiner2502;Follow;0.1;
scorpion496;SolangeBlondea1;Follow;0.1;
scorpion496;bichette2157;Follow;0.1;
scorpion496;Lemerignan;Follow;0.1;
scorpion496;jeanclaudepeyra;Follow;0.1;
scorpion496;geraud4315;Follow;0.1;
LeGoulu;scorpion496;Partage;1;00c6d0f6e2e0f0e0
LubacGenevieve;LeGoulu;Partage;1;00c6d0f6e2e0f0e0
leborgn90181021;LubacGenevieve;Partage;1;00c6d0f6e2e0f0e0
angelo_bottone;leborgn90181021;Partage;1;00c6d0f6e2e0f0e0
alixgraccus1;angelo_bottone;Partage;1;00c6d0f6e2e0f0e0
Valeurs;alixgraccus1;Partage;1;00c6d0f6e2e0f0e0
Maleblanc16;Valeurs;Partage;1;00c6d0f6e2e0f0e0
JGrosjean7;Maleblanc16;Partage;1;00c6d0f6e2e0f0e0
gregaimerparis;JGrosjean7;Partage;1;00c6d0f6e2e0f0e0
Thompson_2017;gregaimerparis;Partage;1;00c6d0f6e2e0f0e0
MarcPiguel;Thompson_2017;Partage;1;00c6d0f6e2e0f0e0
MarcPiguel;BrigitteDupin;Follow;0.1;
MarcPiguel;SJallamion;Follow;0.1;
MarcPiguel;jingle_56;Follow;0.1;
MarcPiguel;PIGNEM;Follow;0.1;
MarcPiguel;stanislasrig;Follow;0.1;
MarcPiguel;CorinneDTR;Follow;0.1;
MarcPiguel;Barberis888;Follow;0.1;
MarcPiguel;4XuFHvR1yKOqBzh;Follow;0.1;
MarcPiguel;popo13301856;Follow;0.1;
MarcPiguel;Vero_Jacquier;Follow;0.1;
MarcPiguel;LaManifPrTous37;Follow;0.1;
MarcPiguel;dieuetleroi1;Follow;0.1;
MarcPiguel;CarolineRoux1;Follow;0.1;
